"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Google Shopping / MPN","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","SEO Title","SEO Description","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code",
"basic-tri-color-tee-coral",,,,,,,,"XL",,"CORAL",,,"ACO17SS004-CRL-XL",,"shopify",8,"deny","manual",21.99,,"TRUE","TRUE",888236563724,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-coral",,,,,,,,"2XL",,"CORAL",,,"ACO17SS004-CRL-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563731,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-kiwi","BASIC TRI-COLOR TEE","<p>BASIC TRI-COLOR TEE</p>","Asphalt","TEE","BASIC TRI-COLOR TEE, TEE","FALSE","Size","S","Color","KIWI",,,"ACO17SS004-KW-S",,"shopify",0,"deny","manual",21.99,,"TRUE","TRUE",888236563649,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC TRI-COLOR TEE",,,"New",,,,,,,,"lb",,
"basic-tri-color-tee-kiwi",,,,,,,,"M",,"KIWI",,,"ACO17SS004-KW-M",,"shopify",0,"deny","manual",21.99,,"TRUE","TRUE",888236563656,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-kiwi",,,,,,,,"L",,"KIWI",,,"ACO17SS004-KW-L",,"shopify",0,"deny","manual",21.99,,"TRUE","TRUE",888236563663,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-kiwi",,,,,,,,"XL",,"KIWI",,,"ACO17SS004-KW-XL",,"shopify",0,"deny","manual",21.99,,"TRUE","TRUE",888236563670,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-kiwi",,,,,,,,"2XL",,"KIWI",,,"ACO17SS004-KW-2XL",,"shopify",0,"deny","manual",21.99,,"TRUE","TRUE",888236563687,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-mahi","BASIC TRI-COLOR TEE","<p>BASIC TRI-COLOR TEE</p>","Asphalt","TEE","BASIC TRI-COLOR TEE, color-mahi, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","MAHI",,,"ACO17SS004-MI-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563595,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC TRI-COLOR TEE",,,"New",,,,,,,,"lb",,
"basic-tri-color-tee-mahi",,,,,,,,"M",,"MAHI",,,"ACO17SS004-MI-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236563601,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-mahi",,,,,,,,"L",,"MAHI",,,"ACO17SS004-MI-L",,"shopify",10,"deny","manual",21.99,,"TRUE","TRUE",888236563618,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-mahi",,,,,,,,"XL",,"MAHI",,,"ACO17SS004-MI-XL",,"shopify",8,"deny","manual",21.99,,"TRUE","TRUE",888236563625,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-mahi",,,,,,,,"2XL",,"MAHI",,,"ACO17SS004-MI-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563632,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-purple","BASIC TRI-COLOR TEE","<p>BASIC TRI-COLOR TEE</p>","Asphalt","TEE","BASIC TRI-COLOR TEE, color-purple, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","PURPLE",,,"ACO17SS004-PRPLE-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563397,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC TRI-COLOR TEE",,,"New",,,,,,,,"lb",,
"basic-tri-color-tee-purple",,,,,,,,"M",,"PURPLE",,,"ACO17SS004-PRPLE-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236563403,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-purple",,,,,,,,"L",,"PURPLE",,,"ACO17SS004-PRPLE-L",,"shopify",10,"deny","manual",21.99,,"TRUE","TRUE",888236563410,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-purple",,,,,,,,"XL",,"PURPLE",,,"ACO17SS004-PRPLE-XL",,"shopify",8,"deny","manual",21.99,,"TRUE","TRUE",888236563427,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-purple",,,,,,,,"2XL",,"PURPLE",,,"ACO17SS004-PRPLE-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563434,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-denim","BASIC TRI-COLOR TEE","<p>BASIC TRI-COLOR TEE</p>","Asphalt","TEE","BASIC TRI-COLOR TEE, color-denim, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","DENIM",,,"ACO17SS004-DNM-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563342,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC TRI-COLOR TEE",,,"New",,,,,,,,"lb",,
"basic-tri-color-tee-denim",,,,,,,,"M",,"DENIM",,,"ACO17SS004-DNM-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236563359,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-denim",,,,,,,,"L",,"DENIM",,,"ACO17SS004-DNM-L",,"shopify",10,"deny","manual",21.99,,"TRUE","TRUE",888236563366,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-denim",,,,,,,,"XL",,"DENIM",,,"ACO17SS004-DNM-XL",,"shopify",8,"deny","manual",21.99,,"TRUE","TRUE",888236563373,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-denim",,,,,,,,"2XL",,"DENIM",,,"ACO17SS004-DNM-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563380,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-carbon","BASIC TRI-COLOR TEE","<p>BASIC TRI-COLOR TEE</p>","Asphalt","TEE","BASIC TRI-COLOR TEE, color-carbon, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","CARBON",,,"ACO17SS004-CBN-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563540,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC TRI-COLOR TEE",,,"New",,,,,,,,"lb",,
"basic-tri-color-tee-carbon",,,,,,,,"M",,"CARBON",,,"ACO17SS004-CBN-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236563557,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-carbon",,,,,,,,"L",,"CARBON",,,"ACO17SS004-CBN-L",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236563564,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-carbon",,,,,,,,"XL",,"CARBON",,,"ACO17SS004-CBN-XL",,"shopify",7,"deny","manual",21.99,,"TRUE","TRUE",888236563571,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-carbon",,,,,,,,"2XL",,"CARBON",,,"ACO17SS004-CBN-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563588,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-pepper","BASIC TRI-COLOR TEE","<p>BASIC TRI-COLOR TEE</p>","Asphalt","TEE","BASIC TRI-COLOR TEE, color-pepper, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","PEPPER",,,"ACO17SS004-PEP-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563441,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC TRI-COLOR TEE",,,"New",,,,,,,,"lb",,
"basic-tri-color-tee-pepper",,,,,,,,"M",,"PEPPER",,,"ACO17SS004-PEP-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236563458,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-pepper",,,,,,,,"L",,"PEPPER",,,"ACO17SS004-PEP-L",,"shopify",10,"deny","manual",21.99,,"TRUE","TRUE",888236563465,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-pepper",,,,,,,,"XL",,"PEPPER",,,"ACO17SS004-PEP-XL",,"shopify",8,"deny","manual",21.99,,"TRUE","TRUE",888236563472,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-tri-color-tee-pepper",,,,,,,,"2XL",,"PEPPER",,,"ACO17SS004-PEP-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236563489,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-long-sleeve-tee-charcoal","BASIC LONG SLEEVE TEE","<p>BASIC LONG SLEEVE TEE</p>","Asphalt","LS TEE","BASIC LONG SLEEVE TEE, color-charcoal, LS TEE, size-2xl, size-l, size-m, size-s, size-xl","FALSE","Size","S","Color","CHARCOAL",,,"ACOS17LS003-CHA-S",,"shopify",2,"deny","manual",24.99,,"TRUE","TRUE",888236564097,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC LONG SLEEVE TEE",,,"New",,,,,,,,"lb",,
"basic-long-sleeve-tee-charcoal",,,,,,,,"M",,"CHARCOAL",,,"ACOS17LS003-CHA-M",,"shopify",9,"deny","manual",24.99,,"TRUE","TRUE",888236564103,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-long-sleeve-tee-charcoal",,,,,,,,"L",,"CHARCOAL",,,"ACOS17LS003-CHA-L",,"shopify",10,"deny","manual",24.99,,"TRUE","TRUE",888236564110,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-long-sleeve-tee-charcoal",,,,,,,,"XL",,"CHARCOAL",,,"ACOS17LS003-CHA-XL",,"shopify",8,"deny","manual",24.99,,"TRUE","TRUE",888236564127,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-long-sleeve-tee-charcoal",,,,,,,,"2XL",,"CHARCOAL",,,"ACOS17LS003-CHA-2XL",,"shopify",2,"deny","manual",24.99,,"TRUE","TRUE",888236564134,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-cream","BASIC SPUN JERSEY TEE","<p>BASIC SPUN JERSEY TEE</p>","Asphalt","TEE","BASIC SPUN JERSEY TEE, color-cream, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","CREAM",,,"ACO17SS002-CRM-S",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563045,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC SPUN JERSEY TEE",,,"New",,,,,,,,"lb",,
"basic-spun-jersey-tee-cream",,,,,,,,"M",,"CREAM",,,"ACO17SS002-CRM-M",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563052,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-cream",,,,,,,,"L",,"CREAM",,,"ACO17SS002-CRM-L",,"shopify",10,"deny","manual",19.99,,"TRUE","TRUE",888236563069,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-cream",,,,,,,,"XL",,"CREAM",,,"ACO17SS002-CRM-XL",,"shopify",8,"deny","manual",19.99,,"TRUE","TRUE",888236563076,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-cream",,,,,,,,"2XL",,"CREAM",,,"ACO17SS002-CRM-2XL",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563083,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-putty","BASIC SPUN JERSEY TEE","<p>BASIC SPUN JERSEY TEE</p>","Asphalt","TEE","BASIC SPUN JERSEY TEE, color-putty, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","PUTTY",,,"ACO17SS002-PTY-S",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563144,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC SPUN JERSEY TEE",,,"New",,,,,,,,"lb",,
"basic-spun-jersey-tee-putty",,,,,,,,"M",,"PUTTY",,,"ACO17SS002-PTY-M",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563151,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-putty",,,,,,,,"L",,"PUTTY",,,"ACO17SS002-PTY-L",,"shopify",10,"deny","manual",19.99,,"TRUE","TRUE",888236563168,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-putty",,,,,,,,"XL",,"PUTTY",,,"ACO17SS002-PTY-XL",,"shopify",7,"deny","manual",19.99,,"TRUE","TRUE",888236563175,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-putty",,,,,,,,"2XL",,"PUTTY",,,"ACO17SS002-PTY-2XL",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563182,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-army-green","BASIC SPUN JERSEY TEE","<p>BASIC SPUN JERSEY TEE</p>","Asphalt","TEE","BASIC SPUN JERSEY TEE, color-army-green, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","ARMY GREEN",,,"ACO17SS002-AGR-S",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563090,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC SPUN JERSEY TEE",,,"New",,,,,,,,"lb",,
"basic-spun-jersey-tee-army-green",,,,,,,,"M",,"ARMY GREEN",,,"ACO17SS002-AGR-M",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563106,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-army-green",,,,,,,,"L",,"ARMY GREEN",,,"ACO17SS002-AGR-L",,"shopify",10,"deny","manual",19.99,,"TRUE","TRUE",888236563113,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-army-green",,,,,,,,"XL",,"ARMY GREEN",,,"ACO17SS002-AGR-XL",,"shopify",7,"deny","manual",19.99,,"TRUE","TRUE",888236563120,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-army-green",,,,,,,,"2XL",,"ARMY GREEN",,,"ACO17SS002-AGR-2XL",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563137,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-rose-quartz","BASIC SPUN JERSEY TEE","<p>BASIC SPUN JERSEY TEE</p>","Asphalt","TEE","BASIC SPUN JERSEY TEE, color-rose-quartz, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","ROSE QUARTZ",,,"ACO17SS002-R/QRT-S",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563298,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC SPUN JERSEY TEE",,,"New",,,,,,,,"lb",,
"basic-spun-jersey-tee-rose-quartz",,,,,,,,"M",,"ROSE QUARTZ",,,"ACO17SS002-R/QRT-M",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563304,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-rose-quartz",,,,,,,,"L",,"ROSE QUARTZ",,,"ACO17SS002-R/QRT-L",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563311,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-rose-quartz",,,,,,,,"XL",,"ROSE QUARTZ",,,"ACO17SS002-R/QRT-XL",,"shopify",8,"deny","manual",19.99,,"TRUE","TRUE",888236563328,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-rose-quartz",,,,,,,,"2XL",,"ROSE QUARTZ",,,"ACO17SS002-R/QRT-2XL",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563335,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-aqua-blue","BASIC SPUN JERSEY TEE","<p>BASIC SPUN JERSEY TEE</p>","Asphalt","TEE","BASIC SPUN JERSEY TEE, color-aqua-blue, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","AQUA BLUE",,,"ACO17SS002-ABLU-S",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563199,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC SPUN JERSEY TEE",,,"New",,,,,,,,"lb",,
"basic-spun-jersey-tee-aqua-blue",,,,,,,,"M",,"AQUA BLUE",,,"ACO17SS002-ABLU-M",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563205,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-aqua-blue",,,,,,,,"L",,"AQUA BLUE",,,"ACO17SS002-ABLU-L",,"shopify",10,"deny","manual",19.99,,"TRUE","TRUE",888236563212,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-aqua-blue",,,,,,,,"XL",,"AQUA BLUE",,,"ACO17SS002-ABLU-XL",,"shopify",8,"deny","manual",19.99,,"TRUE","TRUE",888236563229,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-aqua-blue",,,,,,,,"2XL",,"AQUA BLUE",,,"ACO17SS002-ABLU-2XL",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563236,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-lemonade","BASIC SPUN JERSEY TEE","<p>BASIC SPUN JERSEY TEE</p>","Asphalt","TEE","BASIC SPUN JERSEY TEE, color-lemonade, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","LEMONADE",,,"ACO17SS002-LMN-S",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563243,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC SPUN JERSEY TEE",,,"New",,,,,,,,"lb",,
"basic-spun-jersey-tee-lemonade",,,,,,,,"M",,"LEMONADE",,,"ACO17SS002-LMN-M",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563250,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-lemonade",,,,,,,,"L",,"LEMONADE",,,"ACO17SS002-LMN-L",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563267,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-lemonade",,,,,,,,"XL",,"LEMONADE",,,"ACO17SS002-LMN-XL",,"shopify",8,"deny","manual",19.99,,"TRUE","TRUE",888236563274,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-lemonade",,,,,,,,"2XL",,"LEMONADE",,,"ACO17SS002-LMN-2XL",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563281,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-charcoal","BASIC SPUN JERSEY TEE","<p>BASIC SPUN JERSEY TEE</p>","Asphalt","TEE","BASIC SPUN JERSEY TEE, color-charcoal, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","CHARCOAL",,,"ACO17SS002-CHA-S",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236562994,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC SPUN JERSEY TEE",,,"New",,,,,,,,"lb",,
"basic-spun-jersey-tee-charcoal",,,,,,,,"M",,"CHARCOAL",,,"ACO17SS002-CHA-M",,"shopify",9,"deny","manual",19.99,,"TRUE","TRUE",888236563007,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-charcoal",,,,,,,,"L",,"CHARCOAL",,,"ACO17SS002-CHA-L",,"shopify",10,"deny","manual",19.99,,"TRUE","TRUE",888236563014,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-charcoal",,,,,,,,"XL",,"CHARCOAL",,,"ACO17SS002-CHA-XL",,"shopify",7,"deny","manual",19.99,,"TRUE","TRUE",888236563021,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-spun-jersey-tee-charcoal",,,,,,,,"2XL",,"CHARCOAL",,,"ACO17SS002-CHA-2XL",,"shopify",2,"deny","manual",19.99,,"TRUE","TRUE",888236563038,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-flamingo","BASIC POLY TEE","<p>BASIC POLY TEE</p>","Asphalt","TEE","BASIC POLY TEE, color-flamingo, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","FLAMINGO",,,"ACO17SS001-FLM-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236562949,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC POLY TEE",,,"New",,,,,,,,"lb",,
"basic-poly-tee-flamingo",,,,,,,,"M",,"FLAMINGO",,,"ACO17SS001-FLM-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236562956,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-flamingo",,,,,,,,"L",,"FLAMINGO",,,"ACO17SS001-FLM-L",,"shopify",10,"deny","manual",21.99,,"TRUE","TRUE",888236562963,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-flamingo",,,,,,,,"XL",,"FLAMINGO",,,"ACO17SS001-FLM-XL",,"shopify",8,"deny","manual",21.99,,"TRUE","TRUE",888236562970,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-flamingo",,,,,,,,"2XL",,"FLAMINGO",,,"ACO17SS001-FLM-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236562987,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-pool-blue","BASIC POLY TEE","<p>BASIC POLY TEE</p>","Asphalt","TEE","BASIC POLY TEE, color-pool-blue, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","POOL BLUE",,,"ACO17SS001-PBLU-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236562895,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC POLY TEE",,,"New",,,,,,,,"lb",,
"basic-poly-tee-pool-blue",,,,,,,,"M",,"POOL BLUE",,,"ACO17SS001-PBLU-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236562901,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-pool-blue",,,,,,,,"L",,"POOL BLUE",,,"ACO17SS001-PBLU-L",,"shopify",10,"deny","manual",21.99,,"TRUE","TRUE",888236562918,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-pool-blue",,,,,,,,"XL",,"POOL BLUE",,,"ACO17SS001-PBLU-XL",,"shopify",7,"deny","manual",21.99,,"TRUE","TRUE",888236562925,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-pool-blue",,,,,,,,"2XL",,"POOL BLUE",,,"ACO17SS001-PBLU-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236562932,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-navy","BASIC POLY TEE","<p>BASIC POLY TEE</p>","Asphalt","TEE","BASIC POLY TEE, color-navy, size-2xl, size-l, size-m, size-s, size-xl, TEE","FALSE","Size","S","Color","NAVY",,,"ACO17SS001-NVY-S",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236562840,,,,"FALSE",,"Adult","Female","Apparel & Accessories",,"BASIC POLY TEE",,,"New",,,,,,,,"lb",,
"basic-poly-tee-navy",,,,,,,,"M",,"NAVY",,,"ACO17SS001-NVY-M",,"shopify",9,"deny","manual",21.99,,"TRUE","TRUE",888236562857,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-navy",,,,,,,,"L",,"NAVY",,,"ACO17SS001-NVY-L",,"shopify",10,"deny","manual",21.99,,"TRUE","TRUE",888236562864,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-navy",,,,,,,,"XL",,"NAVY",,,"ACO17SS001-NVY-XL",,"shopify",7,"deny","manual",21.99,,"TRUE","TRUE",888236562871,,,,,,,,,,,,,,,,,,,,,"lb",,
"basic-poly-tee-navy",,,,,,,,"2XL",,"NAVY",,,"ACO17SS001-NVY-2XL",,"shopify",2,"deny","manual",21.99,,"TRUE","TRUE",888236562888,,,,,,,,,,,,,,,,,,,,,"lb",,
"land-free-snap-back-black-orange","LAND FREE SNAP BACK","<h5>Description</h5>
<p><span>Asphalt Land of the Free snap back in Black. Embroidered graphic. Adjustable snap back.</span></p>
<h5><span>Detail</span></h5>
<p><span>100% cotton twill. Imported.</span></p>
<h5><span>Size Chart</span></h5>
<p><span>One Size Fits All</span></p>","Asphalt","HAT","anti, HAT, LAND FREE SNAP BACK, summer 17","FALSE","Size","OS","Color","BLACK",,,"ASU17HW108-BLK-OS",,"shopify",0,"deny","manual",28,,"TRUE","TRUE",888236561874,"https://cdn.shopify.com/s/files/1/0663/6725/products/ASPHLT_ECOMM_ANTI_ASU17HW108_A.jpg?v=1495649149",1,"LAND FREE SNAP BACK - BLACK","FALSE",,"Adult","Female","Apparel & Accessories",,"LAND FREE SNAP BACK",,,"New",,,,,,,"https://cdn.shopify.com/s/files/1/0663/6725/products/ASPHLT_ECOMM_ANTI_ASU17HW108_A.jpg?v=1495649149","lb",,
"land-free-snap-back-black-orange",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0663/6725/products/ASPHLT_ECOMM_ANTI_ASU17HW108_B.jpg?v=1495649164",2,"LAND FREE SNAP BACK - BLACK",,,,,,,,,,,,,,,,,,,,
"land-free-snap-back-black-orange",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0663/6725/products/ASPHLT_ECOMM_ANTI_ASU17HW108_C.jpg?v=1495649169",3,"LAND FREE SNAP BACK - BLACK",,,,,,,,,,,,,,,,,,,,
