"Variant SKU","Title","Body (HTML)","Option1 Name","Option1 Value","Variant Grams","Variant Inventory Qty","Variant Price","Image Src","Image Position","Variant Weight Unit"
"tcweedmapsoasis_black","Weedmaps x TC Tee - Black","<p>Weedmaps Oasis x Team Cozy</p>
<p>Fabric: 100% Cotton <br> Details: Premium 5.5oz ring spun, soft washed cotton t-shirt with embellishments on front and back. Care label on inside neck panel.</p>
<p>//*tab*//</p>
<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""260"">
<tbody>
<tr height=""15"">
<td class=""xl63"" height=""15"" width=""65"">Size</td>
<td class=""xl63"" width=""65"">Body Length</td>
<td class=""xl63"" width=""65"">Sleeve Length</td>
<td class=""xl63"" width=""65"">Chest Width</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">S</td>
<td align=""right"">28</td>
<td class=""xl64"" align=""right"">7 1/2</td>
<td align=""right"">18</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">M</td>
<td align=""right"">29</td>
<td class=""xl64"" align=""right"">8</td>
<td align=""right"">20</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">L</td>
<td align=""right"">30</td>
<td align=""right"">9</td>
<td align=""right"">22</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">XL</td>
<td align=""right"">31</td>
<td class=""xl64"" align=""right"">9 1/2</td>
<td align=""right"">24</td>
</tr>
</tbody>
</table>","Size","S",318,6,34,"https://cdn.shopify.com/s/files/1/0865/3202/products/OASIS_TEE_FRONT.jpg?v=1492470550",1,"lb"
"tcweedmapsoasis_black",,,,"M",318,8,34,"https://cdn.shopify.com/s/files/1/0865/3202/products/OASIS_TEE_BACK.jpg?v=1492470554",2,"lb"
"tcweedmapsoasis_black",,,,"L",318,6,34,,,"lb"
"TC1609040_powderblue","Cozy Box Crewneck - Powder Blue","<p>Fabric: 50% Cotton 50% Polyester<br>Details: Printed��COZY box logo on back</p>
<p>��</p>
<p>//*tab*//</p>
<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""260"">
<tbody>
<tr height=""15"">
<td class=""xl63"" height=""15"" width=""65"">Size</td>
<td class=""xl63"" width=""65"">Body Length</td>
<td class=""xl63"" width=""65"">Sleeve Length</td>
<td class=""xl63"" width=""65"">Chest Width</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">S</td>
<td align=""right"">27</td>
<td class=""xl64"" align=""right"">26</td>
<td align=""right"">20</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">M</td>
<td align=""right"">28</td>
<td class=""xl64"" align=""right"">26 3/4</td>
<td align=""right"">22</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">L</td>
<td align=""right"">29</td>
<td align=""right"">27 1/4</td>
<td align=""right"">24</td>
</tr>
<tr height=""15"">
<td class=""xl63"" height=""15"">XL</td>
<td align=""right"">30</td>
<td class=""xl64"" align=""right"">28 1/4</td>
<td align=""right"">26<br><br>
</td>
</tr>
</tbody>
</table>","Size","S",726,0,60,"https://cdn.shopify.com/s/files/1/0865/3202/products/CozyBoxCrew_LightBlue_Back.jpg?v=1491517147",1,"lb"
"TC1609040_powderblue",,,,"M",726,0,60,"https://cdn.shopify.com/s/files/1/0865/3202/products/CozyBoxCrew_LightBlue_Front.jpg?v=1491517154",2,"lb"
"TC1609040_powderblue",,,,"L",726,10,60,,,"lb"
"TC1609040_powderblue",,,,"XL",726,5,60,,,"lb"
"TC1609040_powderblue",,,,"XXL",726,0,60,,,"lb"
"tc1706005_heather","Carlisle - Heather","Fabric: 100% Cotton <br> Premium cotton terr y pullover jumper, crew neck collar, no seam sleeve front panel, raw edge shoulder seam and side panel, rib bottom and sleeve cuffs, cozy herringbone tape with engraved branding, high density logo print","Size","S",900,5,108,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_14.jpg?v=1490919114",1,"lb"
"tc17060tc1706005_heather05_black",,,,"M",900,7,108,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_15.jpg?v=1490919122",2,"lb"
"tc1706005_heather",,,,"L",900,6,108,,,"lb"
"tc17060tc1706005_heather05_black",,,,"XL",900,3,108,,,"lb"
"tc170600tc1706005_heather5_black",,,,"2XL",900,2,108,,,"lb"
"tc1601016","Bales - Olive","Fabric: 97% Cotton 3% Spandex <br> Premium stretch canvas jogger, with self elastic waist, adjustable drawstring pullers, functional knee panels, rib bottom opening, double single welt back pockets, cozy herringbone tape with engraved branding, high density logo print","Size",28,900,7,115,"https://cdn.shopify.com/s/files/1/0865/3202/products/bales_olive_f.jpg?v=1490827215",1,"lb"
"tc1601016",,,,30,900,15,115,"https://cdn.shopify.com/s/files/1/0865/3202/products/bales_olive_b.jpg?v=1490827215",2,"lb"
"tc1601016",,,,32,900,15,115,,,"lb"
"tc1601016",,,,34,900,11,115,,,"lb"
"tc1601016",,,,36,900,4,115,,,"lb"
"tc1601016",,,,38,900,0,115,,,"lb"
"tc1601016",,,,40,900,0,115,,,"lb"
"tc1601016","Bales - Black","Fabric: 97% Cotton 3% Spandex <br> Premium stretch canvas jogger, with self elastic waist, adjustable drawstring pullers, functional knee panels, rib bottom opening, double single welt back pockets, cozy herringbone tape with engraved branding, high density logo print","Size",28,900,0,115,"https://cdn.shopify.com/s/files/1/0865/3202/products/bales_black_f.jpg?v=1490827256",1,"lb"
"tc1601016",,,,30,900,0,115,"https://cdn.shopify.com/s/files/1/0865/3202/products/bales_black_b.jpg?v=1490827273",2,"lb"
"tc1601016",,,,32,900,7,115,,,"lb"
"tc1601016",,,,34,900,10,115,,,"lb"
"tc1601016",,,,36,900,3,115,,,"lb"
"tc1601016",,,,38,900,0,115,,,"lb"
"tc1601016",,,,40,900,0,115,,,"lb"
"tc1601017","Finch - Navy","<p>Fabric: 52.2% Cotton 47.5% Polyester <br> Premium brushed fleece jogger, reverse side fabric, single patch back pocket, rib waist and bottom opening, double front slash pockets, unique front and back leg panels, cozy herringbone tape with engraved branding, high density logo print.</p>
<p>//*tab*//</p>
<table width=""260"">
<tbody>
<tr>
<td style=""text-align: center;"" width=""65"">Size</td>
<td style=""text-align: center;"" width=""65"">Waist</td>
<td style=""text-align: center;"" width=""65"">Inseam</td>
<td style=""text-align: center;"" width=""65"">Leg Opening</td>
</tr>
<tr>
<td style=""text-align: center;"">28</td>
<td style=""text-align: center;"">30 1/2</td>
<td style=""text-align: center;"">29</td>
<td style=""text-align: center;"">8</td>
</tr>
<tr>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">32 1/2</td>
<td style=""text-align: center;"">29</td>
<td style=""text-align: center;"">8 1/2</td>
</tr>
<tr>
<td style=""text-align: center;"">32</td>
<td style=""text-align: center;"">34 1/2</td>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">9</td>
</tr>
<tr>
<td style=""text-align: center;"">34</td>
<td style=""text-align: center;"">36 1/2</td>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">9.5</td>
</tr>
<tr>
<td style=""text-align: center;"">36</td>
<td style=""text-align: center;"">38 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">10����</td>
</tr>
<tr>
<td style=""text-align: center;"">38</td>
<td style=""text-align: center;"">40 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">10.5</td>
</tr>
<tr>
<td style=""text-align: center;"">40</td>
<td style=""text-align: center;"">42 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">11</td>
</tr>
<tr>
<td style=""text-align: center;"">42</td>
<td style=""text-align: center;"">44 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">11 1/2</td>
</tr>
</tbody>
</table>","Size",28,900,4,90,"https://cdn.shopify.com/s/files/1/0865/3202/products/finch_navy_front_copy.jpg?v=1492132880",1,"lb"
"tc1601017",,,,30,900,9,90,"https://cdn.shopify.com/s/files/1/0865/3202/products/finch_navy_b.jpg?v=1492132880",2,"lb"
"tc1601017",,,,32,900,10,90,,,"lb"
"tc1601017",,,,34,900,5,90,,,"lb"
"tc1601017",,,,36,900,3,90,,,"lb"
"tc1601017",,,,38,900,0,90,,,"lb"
"tc1601017",,,,40,900,0,90,,,"lb"
"tc1601017","Finch - Heather","<p>Fabric: 52.2% Cotton 47.5% Polyester <br> Premium brushed fleece jogger, reverse side fabric, single patch back pocket, rib waist and bottom opening, double front slash pockets, unique front and back leg panels, cozy herringbone tape with engraved branding, high density logo print.</p>
<p>//*tab*//</p>
<table width=""260"">
<tbody>
<tr>
<td style=""text-align: center;"" width=""65"">Size</td>
<td style=""text-align: center;"" width=""65"">Waist</td>
<td style=""text-align: center;"" width=""65"">Inseam</td>
<td style=""text-align: center;"" width=""65"">Leg Opening</td>
</tr>
<tr>
<td style=""text-align: center;"">28</td>
<td style=""text-align: center;"">30 1/2</td>
<td style=""text-align: center;"">29</td>
<td style=""text-align: center;"">8</td>
</tr>
<tr>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">32 1/2</td>
<td style=""text-align: center;"">29</td>
<td style=""text-align: center;"">8 1/2</td>
</tr>
<tr>
<td style=""text-align: center;"">32</td>
<td style=""text-align: center;"">34 1/2</td>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">9</td>
</tr>
<tr>
<td style=""text-align: center;"">34</td>
<td style=""text-align: center;"">36 1/2</td>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">9.5</td>
</tr>
<tr>
<td style=""text-align: center;"">36</td>
<td style=""text-align: center;"">38 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">10����</td>
</tr>
<tr>
<td style=""text-align: center;"">38</td>
<td style=""text-align: center;"">40 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">10.5</td>
</tr>
<tr>
<td style=""text-align: center;"">40</td>
<td style=""text-align: center;"">42 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">11</td>
</tr>
<tr>
<td style=""text-align: center;"">42</td>
<td style=""text-align: center;"">44 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">11 1/2</td>
</tr>
</tbody>
</table>","Size",28,900,5,90,"https://cdn.shopify.com/s/files/1/0865/3202/products/finch_heather_front_copy.jpg?v=1492132873",1,"lb"
"tc1601017",,,,30,900,8,90,"https://cdn.shopify.com/s/files/1/0865/3202/products/finch_heather_b.jpg?v=1492132873",2,"lb"
"tc1601017",,,,32,900,14,90,,,"lb"
"tc1601017",,,,34,900,7,90,,,"lb"
"tc1601017",,,,36,900,4,90,,,"lb"
"tc1601017",,,,38,900,0,90,,,"lb"
"tc1601017",,,,40,900,1,90,,,"lb"
"tc1601017","Finch - Black","<p>Fabric: 52.2% Cotton 47.5% Polyester <br> Premium brushed fleece jogger, reverse side fabric, single patch back pocket, rib waist and bottom opening, double front slash pockets, unique front and back leg panels, cozy herringbone tape with engraved branding, high density logo print.</p>
<p>//*tab*//</p>
<table width=""260"">
<tbody>
<tr>
<td style=""text-align: center;"" width=""65"">Size</td>
<td style=""text-align: center;"" width=""65"">Waist</td>
<td style=""text-align: center;"" width=""65"">Inseam</td>
<td style=""text-align: center;"" width=""65"">Leg Opening</td>
</tr>
<tr>
<td style=""text-align: center;"">28</td>
<td style=""text-align: center;"">30 1/2</td>
<td style=""text-align: center;"">29</td>
<td style=""text-align: center;"">8</td>
</tr>
<tr>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">32 1/2</td>
<td style=""text-align: center;"">29</td>
<td style=""text-align: center;"">8 1/2</td>
</tr>
<tr>
<td style=""text-align: center;"">32</td>
<td style=""text-align: center;"">34 1/2</td>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">9</td>
</tr>
<tr>
<td style=""text-align: center;"">34</td>
<td style=""text-align: center;"">36 1/2</td>
<td style=""text-align: center;"">30</td>
<td style=""text-align: center;"">9.5</td>
</tr>
<tr>
<td style=""text-align: center;"">36</td>
<td style=""text-align: center;"">38 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">10����</td>
</tr>
<tr>
<td style=""text-align: center;"">38</td>
<td style=""text-align: center;"">40 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">10.5</td>
</tr>
<tr>
<td style=""text-align: center;"">40</td>
<td style=""text-align: center;"">42 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">11</td>
</tr>
<tr>
<td style=""text-align: center;"">42</td>
<td style=""text-align: center;"">44 1/2</td>
<td style=""text-align: center;"">31</td>
<td style=""text-align: center;"">11 1/2</td>
</tr>
</tbody>
</table>","Size",28,900,3,90,"https://cdn.shopify.com/s/files/1/0865/3202/products/finch_black_front_copy.jpg?v=1492132864",1,"lb"
"tc1601017",,,,30,900,5,90,"https://cdn.shopify.com/s/files/1/0865/3202/products/finch_black_back.jpg?v=1492132864",2,"lb"
"tc1601017",,,,32,900,4,90,,,"lb"
"tc1601017",,,,34,900,3,90,,,"lb"
"tc1601017",,,,36,900,2,90,,,"lb"
"tc1601017",,,,38,900,0,90,,,"lb"
"tc1601017",,,,40,900,0,90,,,"lb"
"tc1703022_stone","Orton - Stone","Fabric: 60% Cotton 40% Polyester <br> Premium oil wash short sleeve t-shirt, crew neck collar, no seam sleeve front panel, raw edge shoulder seam and bottom hem, 4�� side split detail, cozy herringbone tape with engraved branding, high density logo print.","Size","S",450,9,58,"https://cdn.shopify.com/s/files/1/0865/3202/products/orton_stone_f.jpg?v=1490826721",1,"lb"
"tc1703022_stone",,,,"M",450,8,58,"https://cdn.shopify.com/s/files/1/0865/3202/products/orton_stone_b.jpg?v=1490826740",2,"lb"
"tc1703022_stone",,,,"L",450,7,58,,,"lb"
"tc1703022_stone",,,,"XL",450,7,58,,,"lb"
"tc1703022_stone",,,,"2XL",450,0,58,,,"lb"
"tc1703022_black","Orton - Black","Fabric: 60% Cotton 40% Polyester <br> Premium oil wash short sleeve t-shirt, crew neck collar, no seam sleeve front panel, raw edge shoulder seam and bottom hem, 4�� side split detail, cozy herringbone tape with engraved branding, high density logo print.","Size","S",450,12,58,"https://cdn.shopify.com/s/files/1/0865/3202/products/OrtonBlackFront.jpg?v=1490826681",1,"lb"
"tc1703022_black",,,,"M",450,4,58,"https://cdn.shopify.com/s/files/1/0865/3202/products/OrtonBlackBack.jpg?v=1490826695",2,"lb"
"tc1703022_black",,,,"L",450,6,58,,,"lb"
"tc1703022_black",,,,"XL",450,6,58,,,"lb"
"tc1703022_black",,,,"2XL",450,3,58,,,"lb"
"tc1703024_white","Rex - White","Fabric: 100% Cotton <br> Premium slub cotton t-shirt, binded crew neck collar, scalloped bottom hem, 3�� side split detail, raw edge double sleeve, cozy herringbone tape with engraved branding, high density logo print.","Size","S",450,1,56,"https://cdn.shopify.com/s/files/1/0865/3202/products/rex_white_front.jpg?v=1490826203",1,"lb"
"tc1703024_white",,,,"M",450,0,56,"https://cdn.shopify.com/s/files/1/0865/3202/products/rex_white_back.jpg?v=1490826232",2,"lb"
"tc1703024_white",,,,"L",450,0,56,,,"lb"
"tc1703024_white",,,,"XL",450,1,56,,,"lb"
"tc1703024_white",,,,"2XL",450,1,56,,,"lb"
"tc1703024_black","Rex - Black","Fabric: 100% Cotton <br> Premium slub cotton t-shirt, binded crew neck collar, scalloped bottom hem, 3�� side split detail, raw edge double sleeve, cozy herringbone tape with engraved branding, high density logo print.","Size","S",450,2,56,"https://cdn.shopify.com/s/files/1/0865/3202/products/rex_black_f.jpg?v=1490826291",1,"lb"
"tc1703024_black",,,,"M",450,0,56,"https://cdn.shopify.com/s/files/1/0865/3202/products/rex_black_b.jpg?v=1490826307",2,"lb"
"tc1703024_black",,,,"L",450,0,56,,,"lb"
"tc1703024_black",,,,"XL",450,4,56,,,"lb"
"tc1703024_black",,,,"2XL",450,3,56,,,"lb"
"tc1703023_black","Osborne - Black","Fabric: 60% Cotton 40% Polyester <br> Premium oil wash no sleeve t-shirt, binded crew neck collar, flat bottom hem, 4�� side split detail, cozy herringbone tape with engraved branding, high density logo print.","Size","S",450,8,52,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_4.jpg?v=1490918413",1,"lb"
"tc1703023_black",,,,"M",450,12,52,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_5.jpg?v=1490918428",2,"lb"
"tc1703023_black",,,,"L",450,11,52,,,"lb"
"tc1703023_black",,,,"XL",450,8,52,,,"lb"
"tc1703023_black",,,,"2XL",450,4,52,,,"lb"
"tc1703023_olive","Osborne - Olive","Fabric: 60% Cotton 40% Polyester <br> Premium oil wash no sleeve t-shirt, binded crew neck collar, flat bottom hem, 4�� side split detail, cozy herringbone tape with engraved branding, high density logo print.","Size","S",450,6,52,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_6.jpg?v=1490918517",1,"lb"
"tc1703023_olive",,,,"M",450,9,52,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_7.jpg?v=1490918526",2,"lb"
"tc1703023_olive",,,,"L",450,11,52,,,"lb"
"tc1703023_olive",,,,"XL",450,8,52,,,"lb"
"tc1703023_olive",,,,"2XL",450,3,52,,,"lb"
"tc1702002_navy","Ashby - Navy","Fabric: 100% Cotton <br> Premium cotton poplin long sleeve woven shirt, hidden front side pockets, unique seam details throughout the garment, double pleat back detail, flat bottom long back hem, cozy herringbone tape with engraved branding.","Size","S",449,1,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_2.jpg?v=1490918242",1,"lb"
"tc1702002_navy",,,,"M",449,4,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_3.jpg?v=1490918251",2,"lb"
"tc1702002_navy",,,,"L",449,1,98,,,"lb"
"tc1702002_navy",,,,"XL",449,0,98,,,"lb"
"tc1702002_navy",,,,"2XL",449,1,98,,,"lb"
"tc1702002_black","Ashby - Black","Fabric: 100% Cotton <br> Premium cotton poplin long sleeve woven shirt, hidden front side pockets, unique seam details throughout the garment, double pleat back detail, flat bottom long back hem, cozy herringbone tape with engraved branding.","Size","S",450,4,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_b2fd9be8-3d9a-44d8-9e7e-fe345b5eaf82.jpg?v=1490918170",1,"lb"
"tc1702002_black",,,,"M",450,4,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_1_35c20f1e-05f4-43a5-8108-a818696a8b47.jpg?v=1490918184",2,"lb"
"tc1702002_black",,,,"L",450,5,98,,,"lb"
"tc1702002_black",,,,"XL",450,3,98,,,"lb"
"tc1702002_black",,,,"2XL",450,2,98,,,"lb"
"tc1706006_navy","Taylor - Navy","Fabric: 52.5% Cotton 47.5% Polyester <br> Brushed fleece jumper, reverse side fabric, rib sleeve cuffs and bottom opening, long back flat bottom hem, 4�� side split detail, cozy herringbone tape with engraved branding, high density logo print.","Size","S",900,6,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/taylor_navy_front.jpg?v=1490825767",1,"lb"
"tc1706006_navy",,,,"M",900,13,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/taylor_navy_back.jpg?v=1490825862",2,"lb"
"tc1706006_navy",,,,"L",900,12,98,,,"lb"
"tc1706006_navy",,,,"XL",900,7,98,,,"lb"
"tc1706006_navy",,,,"2XL",900,3,98,,,"lb"
"tc1706006_heather","Taylor - Heather","Fabric: 52.5% Cotton 47.5% Polyester <br> Brushed fleece jumper, reverse side fabric, rib sleeve cuffs and bottom opening, long back flat bottom hem, 4�� side split detail, cozy herringbone tape with engraved branding, high density logo print.","Size","S",900,8,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/taylor_heather_front.jpg?v=1490826018",1,"lb"
"tc1706006_heather",,,,"M",900,15,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/taylor_heather_back.jpg?v=1490826039",2,"lb"
"tc1706006_heather",,,,"L",900,15,98,,,"lb"
"tc1706006_heather",,,,"XL",900,12,98,,,"lb"
"tc1706006_heather",,,,"2XL",900,5,98,,,"lb"
"tc1706006_black","Taylor - Black","Fabric: 52.5% Cotton 47.5% Polyester <br> Brushed fleece jumper, reverse side fabric, rib sleeve cuffs and bottom opening, long back flat bottom hem, 4�� side split detail, cozy herringbone tape with engraved branding, high density logo print.","Size","S",900,12,98,"https://cdn.shopify.com/s/files/1/0865/3202/products/Taylor_-_black_front.jpg?v=1490825662",1,"lb"
"tc1706006_black",,,,"M",900,21,98,,,"lb"
"tc1706006_black",,,,"L",900,24,98,,,"lb"
"tc1706006_black",,,,"XL",900,17,98,,,"lb"
"tc1706006_black",,,,"2XL",900,6,98,,,"lb"
"tc1706005_white","Carlisle - White","Fabric: 100% Cotton <br> Premium cotton terr y pullover jumper, crew neck collar, no seam sleeve front panel, raw edge shoulder seam and side panel, rib bottom and sleeve cuffs, cozy herringbone tape with engraved branding, high density logo print","Size","S",900,5,108,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_16.jpg?v=1490919145",1,"lb"
"tc1706005_white",,,,"M",900,7,108,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_17.jpg?v=1490919151",2,"lb"
"tc1706005_white",,,,"L",900,9,108,,,"lb"
"tc1706005_white",,,,"XL",900,2,108,,,"lb"
"tc1706005_white",,,,"2XL",900,4,108,,,"lb"
"tc1706005_black","Carlisle - Black","<p>Fabric: 100% Cotton <br> Premium cotton terr y pullover jumper, crew neck collar, no seam sleeve front panel, raw edge shoulder seam and side panel, rib bottom and sleeve cuffs, cozy herringbone tape with engraved branding, high density logo print</p>
<meta charset=""utf-8"">
<p><span style=""color: #000000; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; display: inline !important; float: none;"">//*Size Specs (in inches)*//</span><span style=""color: #000000; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; display: inline !important; float: none;""></span></p>
<table id=""size-table"" summary=""Sweaters"" style=""width: 593px; border: 1px dashed #cccccc; color: #000000; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">
<thead>
<tr>
<th scope=""col"" style=""border: 1px dashed #cccccc;"">Size</th>
<th scope=""col"" style=""border: 1px dashed #cccccc;"">Body Length</th>
<th scope=""col"" style=""border: 1px dashed #cccccc;"">Sleeve Length</th>
<th scope=""col"" style=""border: 1px dashed #cccccc;"">Chest Width</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""border: 1px dashed #cccccc;"">S</td>
<td style=""border: 1px dashed #cccccc;"">25</td>
<td style=""border: 1px dashed #cccccc;"">24</td>
<td style=""border: 1px dashed #cccccc;"">19</td>
</tr>
<tr>
<td style=""border: 1px dashed #cccccc;"">M</td>
<td style=""border: 1px dashed #cccccc;"">26</td>
<td style=""border: 1px dashed #cccccc;"">24 1/2</td>
<td style=""border: 1px dashed #cccccc;"">20</td>
</tr>
<tr>
<td style=""border: 1px dashed #cccccc;"">L</td>
<td style=""border: 1px dashed #cccccc;"">27 1/2</td>
<td style=""border: 1px dashed #cccccc;"">25</td>
<td style=""border: 1px dashed #cccccc;"">21</td>
</tr>
<tr>
<td style=""border: 1px dashed #cccccc;"">XL</td>
<td style=""border: 1px dashed #cccccc;"">28 1/2</td>
<td style=""border: 1px dashed #cccccc;"">25 1/2</td>
<td style=""border: 1px dashed #cccccc;"">22</td>
</tr>
<tr>
<td style=""border: 1px dashed #cccccc;"">XXL</td>
<td style=""border: 1px dashed #cccccc;"">30 1/2</td>
<td style=""border: 1px dashed #cccccc;"">26</td>
<td style=""border: 1px dashed #cccccc;"">23 1/2</td>
</tr>
<tr>
<td style=""border: 1px dashed #cccccc;"">XXXL</td>
<td style=""border: 1px dashed #cccccc;"">31 1/2</td>
<td style=""border: 1px dashed #cccccc;"">26 1/2</td>
<td style=""border: 1px dashed #cccccc;"">25 1/2</td>
</tr>
</tbody>
</table>","Size","S",900,15,108,"https://cdn.shopify.com/s/files/1/0865/3202/products/Carlisle_black_front.jpg?v=1490825329",1,"lb"
"tc1706005_black",,,,"M",900,17,108,"https://cdn.shopify.com/s/files/1/0865/3202/products/Carlisle_black_back.jpg?v=1490825362",2,"lb"
"tc1706005_black",,,,"L",900,18,108,,,"lb"
"tc1706005_black",,,,"XL",900,14,108,,,"lb"
"tc1706005_black",,,,"2XL",900,8,108,,,"lb"
"tc1706004_olive","Alastair - Olive","Fabric: 52.5% Cotton 47.5% Polyester <br> Brushed fleece pullover hoodie, reverse side fabric, rib sleeve cuff and bottom opening, kangaroo patch pocket, herringbone adjustable drawstring pullers, cozy herringbone tape with engraved branding, high density logo print.","Size","S",900,5,118,"https://cdn.shopify.com/s/files/1/0865/3202/products/Alastair_-_Olive_Front.jpg?v=1490825211",1,"lb"
"tc1706004_olive",,,,"M",900,15,118,"https://cdn.shopify.com/s/files/1/0865/3202/products/Alastair_-_Olive_Back.jpg?v=1490825233",2,"lb"
"tc1706004_olive",,,,"L",900,16,118,,,"lb"
"tc1706004_olive",,,,"XL",900,11,118,,,"lb"
"tc1706004_olive",,,,"2XL",900,4,118,,,"lb"
"tc1706004_heather","Alastair - Heather","Fabric: 52.5% Cotton 47.5% Polyester <br> Brushed fleece pullover hoodie, reverse side fabric, rib sleeve cuff and bottom opening, kangaroo patch pocket, herringbone adjustable drawstring pullers, cozy herringbone tape with engraved branding, high density logo print.","Size","S",900,4,118,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_12.jpg?v=1490918941",1,"lb"
"tc1706004_heather",,,,"M",900,6,118,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_13.jpg?v=1490918949",2,"lb"
"tc1706004_heather",,,,"L",900,4,118,,,"lb"
"tc1706004_heather",,,,"XL",900,4,118,,,"lb"
"tc1706004_heather",,,,"2XL",900,2,118,,,"lb"
"tc1706004_black","Alastair - Black","Fabric: 52.5% Cotton 47.5% Polyester <br> Brushed fleece pullover hoodie, reverse side fabric, rib sleeve cuff and bottom opening, kangaroo patch pocket, herringbone adjustable drawstring pullers, cozy herringbone tape with engraved branding, high density logo print.","Size","S",900,6,118,"https://cdn.shopify.com/s/files/1/0865/3202/products/Alastair_-_Black_Front.jpg?v=1490825065",1,"lb"
"tc1706004_black",,,,"M",900,13,118,,,"lb"
"tc1706004_black",,,,"L",900,11,118,,,"lb"
"tc1706004_black",,,,"XL",900,7,118,,,"lb"
"tc1706004_black",,,,"2XL",900,3,118,,,"lb"
"tc1705020_olive","Kelso - Olive","Fabric: 100% Cotton <br> PU coated hybrid coaches blazer jacket, zip off sleeves, utility style patch pockets with flap closure, snap buttons, 10�� CB vent, cozy herringbone tape with engraved branding","Size","S",1350,1,220,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_10.jpg?v=1490918787",1,"lb"
"tc1705020_olive",,,,"M",1350,4,220,"https://cdn.shopify.com/s/files/1/0865/3202/products/unspecified_11.jpg?v=1490918794",2,"lb"
"tc1705020_olive",,,,"L",1350,5,220,,,"lb"
"tc1705020_olive",,,,"XL",1350,3,220,,,"lb"
"tc1705020_olive",,,,"2XL",1350,3,220,,,"lb"
