"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Google Shopping / MPN","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","SEO Title","SEO Description","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code"
"1992-ooooo-yeah-dad-hat-1",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-1992-ooooo-yeah-dad-hat-2_0468d839-7e98-463f-9912-852677512c09.jpg?v=1488869389",2,"1992 OOOOO YEAH Dad Hat - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,,,
"1992-ooooo-yeah-dad-hat-1",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-1992-ooooo-yeah-dad-hat-3_31895896-f21d-4473-91c3-d92c7cc0fcfc.jpg?v=1488869389",3,"1992 OOOOO YEAH Dad Hat - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,,,
"lost-angeles","Lost Angeles","<h6 style=""text-align: left;"">Description</h6>
<p>Lost Angeles tee. ""Lost Angeles"" screened on front paying homage to our city . La Familia tag at hem. Short sleeve. Crew neck</p>
<h6>Details</h6>
<p style=""text-align: left;"">180 GSM Combed Cotton. Midweight soft combed cotton</p>
<h6 style=""text-align: left;"">Size Guide</h6>
<p style=""text-align: left;""><img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-09_at_3.23.12_PM_large.png?3531419164334462264"" alt=""""></p>
<div style=""text-align: left;""></div>
<div style=""text-align: left;""></div>
<div style=""text-align: left;""></div>","LA FAMILIA MMXIV","GRAPHICTEES","all, lafamilia, LFMMXIV, losangles, madeinlosangeles, ML051716, streetwear, thegame, under-20, varsity, Wholesale","FALSE","Size","Small","Color","Black",,,"LFFUBXDLPY-1",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,"FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops",,,"Custom Tee","Custom Tee","new","FALSE",,,,,,,"lb",
"lost-angeles",,,,,,,,"Medium",,"Black",,,"LFFUBXDLPY-2",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"lost-angeles",,,,,,,,"Large",,"Black",,,"LFFUBXDLPY-3",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"lost-angeles",,,,,,,,"X-Large",,"Black",,,"LFFUBXDLPY-4",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"lost-angeles",,,,,,,,"XX-Large",,"Black",,,"LFFUBXDLPY-5",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"b-r","B & R","<h6>Description</h6>
<p>La Familia B &amp; R tee. Native headdress screened on front paying homage to Native Americans . La Familia tag at hem. Short sleeve. Crew neck.</p>
<h6>Details</h6>
<p>100% cotton. Machine wash. Made in USA.</p>
<h6>Size Guide </h6>
<p><img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-09_at_3.23.12_PM_large.png?6212312899720613277"" alt=""""></p>
<div></div>","LA FAMILIA MMXIV","GRAPHICTEES","1992, 1993, all, game, lafamilia, LFMMXIV, ML051716, streetwear, thegame, under-20, Wholesale","FALSE","Size","Small","Color","White",,,"LFSXOXWGGR-1",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,"FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops",,,,,,,,,,,,,"lb",
"b-r",,,,,,,,"Medium",,"White",,,"LFSXOXWGGR-2",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"b-r",,,,,,,,"Large",,"White",,,"LFSXOXWGGR-3",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"b-r",,,,,,,,"X-Large",,"White",,,"LFSXOXWGGR-4",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"b-r",,,,,,,,"XX-Large",,"White",,,"LFSXOXWGGR-5",227,"shopify",0,"deny","manual",17.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,"lb",
"feels-long-sleeve-zipper-tee-1","Feels Long Sleeve Zipper Tee","<h6>Description</h6>
Feels long sleeve has rounded drop tail, elongated back hem. side zipper tee  in a super soft premium cotton/poly construction and olive colorway.<br>
<h6>Details</h6>
<p>60% Cotton/ 40% polyester Dry-clean recommended.</p>
<h6>Size Guide</h6>
<img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-09_at_3.23.12_PM_large.png?3334696643035627985"" alt="""">","LA FAMILIA MMXIV","Custom Tee","20-40, all, APPAREL, color-olive, doublestandard, fam, familia, game, knit, lafamilia, LFMMXIV, losangeles, madeinlosangeles, madeintheus, ML051716, size-small, streetwear, thegame","FALSE","Size","Small","Color","Olive",,,"LF1XUP3OLA-1",91,"shopify",1,"deny","manual",29.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_7.jpg?v=1488870246",1,"Feels Long Sleeve Zipper Tee - LA FAMILIA MMXIV","FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops",,,"Custom Tee","Custom Tee","new","FALSE",,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_7.jpg?v=1488870246","lb",
"feels-long-sleeve-zipper-tee-1",,,,,,,,"Medium",,"Olive",,,"LF1XUP3OLA-2",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_8.jpg?v=1488870246",2,"Feels Long Sleeve Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_7.jpg?v=1488870246","lb",
"feels-long-sleeve-zipper-tee-1",,,,,,,,"Large",,"Olive",,,"LF1XUP3OLA-3",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_9.jpg?v=1488870247",3,"Feels Long Sleeve Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_7.jpg?v=1488870246","lb",
"feels-long-sleeve-zipper-tee-1",,,,,,,,"X-Large",,"Olive",,,"LF1XUP3OLA-4",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_7.jpg?v=1488870246","lb",
"feels-long-sleeve-zipper-tee-1",,,,,,,,"XX-Large",,"Olive",,,"LF1XUP3OLA-5",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_7.jpg?v=1488870246","lb",
"feels-long-sleeve-zipper-tee","Feels Long Sleeve Zipper Tee","<h6>Description</h6>
Feels long sleeve has rounded drop tail, elongated back hem. side zipper tee  in a super soft premium cotton/poly construction and olive colorway.<br>
<h6>Details</h6>
<p>60% Cotton/ 40% polyester Dry-clean recommended.</p>
<h6>Size Guide</h6>
<img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-09_at_3.23.12_PM_large.png?3334696643035627985"" alt="""">","LA FAMILIA MMXIV","Custom Tee","20-40, all, APPAREL, doublestandard, fam, familia, game, knit, lafamilia, LFMMXIV, losangeles, madeinlosangeles, madeintheus, ML051716, streetwear, thegame","FALSE","Size","Small","Color","Tan",,,"LF1XUP3OLA-6",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_10.jpg?v=1488870241",1,"Feels Long Sleeve Zipper Tee - LA FAMILIA MMXIV","FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops",,,"Custom Tee","Custom Tee","new","FALSE",,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_10.jpg?v=1488870241","lb",
"feels-long-sleeve-zipper-tee",,,,,,,,"Medium",,"Tan",,,"LF1XUP3OLA-7",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_11.jpg?v=1488870242",2,"Feels Long Sleeve Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_10.jpg?v=1488870241","lb",
"feels-long-sleeve-zipper-tee",,,,,,,,"Large",,"Tan",,,"LF1XUP3OLA-8",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_12.jpg?v=1488870242",3,"Feels Long Sleeve Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_10.jpg?v=1488870241","lb",
"feels-long-sleeve-zipper-tee",,,,,,,,"X-Large",,"Tan",,,"LF1XUP3OLA-9",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_10.jpg?v=1488870241","lb",
"feels-long-sleeve-zipper-tee",,,,,,,,"XX-Large",,"Tan",,,"LF1XUP3OLA-10",91,"shopify",0,"deny","manual",29.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_10.jpg?v=1488870241","lb",
"feels-zipper-tee","Feels Zipper Tee","<h6>Description</h6>
Feels has rounded drop tail, elongated back hem. side zipper tee  in a super soft premium cotton/poly construction and olive colorway.<br>
<h6>Details</h6>
<p>60% Cotton/ 40% polyester Dry-clean recommended.</p>
<h6>Size Guide</h6>
<img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-09_at_3.23.12_PM_large.png?3334696643035627985"" alt="""">","LA FAMILIA MMXIV","Custom Tee","20-40, all, APPAREL, color-tan, doublestandard, fam, familia, game, knit, lafamilia, LFMMXIV, losangeles, madeinlosangeles, madeintheus, ML051716, size-xx-large, streetwear, thegame","FALSE","Size","Small","Color","Tan",,,"LFTUELAAEA-6",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_4.jpg?v=1488870260",1,"Feels Zipper Tee - LA FAMILIA MMXIV","FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops",,,"Custom Tee","Custom Tee","new","FALSE",,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_4.jpg?v=1488870260","lb",
"feels-zipper-tee",,,,,,,,"Medium",,"Tan",,,"LFTUELAAEA-7",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_5.jpg?v=1488870261",2,"Feels Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_4.jpg?v=1488870260","lb",
"feels-zipper-tee",,,,,,,,"Large",,"Tan",,,"LFTUELAAEA-8",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_6.jpg?v=1488870261",3,"Feels Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_4.jpg?v=1488870260","lb",
"feels-zipper-tee",,,,,,,,"X-Large",,"Tan",,,"LFTUELAAEA-9",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_4.jpg?v=1488870260","lb",
"feels-zipper-tee",,,,,,,,"XX-Large",,"Tan",,,"LFTUELAAEA-10",91,"shopify",1,"deny","manual",24.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_4.jpg?v=1488870260","lb",
"lax-zipper-tee","Feels Zipper Tee","<h6>Description</h6>
Feels has rounded drop tail, elongated back hem. side zipper tee  in a super soft premium cotton/poly construction and olive colorway.<br>
<h6>Details</h6>
<p>60% Cotton/ 40% polyester Dry-clean recommended.</p>
<h6>Size Guide</h6>
<img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-09_at_3.23.12_PM_large.png?3334696643035627985"" alt="""">","LA FAMILIA MMXIV","Custom Tee","20-40, all, APPAREL, color-olive, doublestandard, fam, familia, game, knit, lafamilia, LFMMXIV, losangeles, madeinlosangeles, madeintheus, ML051716, size-large, streetwear, thegame","FALSE","Size","Small","Color","Olive",,,"LFTUELAAEA-1",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_1.jpg?v=1488870258",1,"Feels Zipper Tee - LA FAMILIA MMXIV","FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops",,,"Custom Tee","Custom Tee","new","FALSE",,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_1.jpg?v=1488870258","lb",
"lax-zipper-tee",,,,,,,,"Medium",,"Olive",,,"LFTUELAAEA-2",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_2.jpg?v=1488870258",2,"Feels Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_1.jpg?v=1488870258","lb",
"lax-zipper-tee",,,,,,,,"Large",,"Olive",,,"LFTUELAAEA-3",91,"shopify",1,"deny","manual",24.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_3.jpg?v=1488870259",3,"Feels Zipper Tee - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_1.jpg?v=1488870258","lb",
"lax-zipper-tee",,,,,,,,"X-Large",,"Olive",,,"LFTUELAAEA-4",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_1.jpg?v=1488870258","lb",
"lax-zipper-tee",,,,,,,,"XX-Large",,"Olive",,,"LFTUELAAEA-5",91,"shopify",0,"deny","manual",24.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/LF_10.7_1.jpg?v=1488870258","lb",
"winner-circle-chain-small-gold-red","Winner's Circle Red Gold Chain","<h6>Description</h6>
Join the circle with 1"" in diameter and coming with a 3mm rope chain 28"" long all gold plated. Set with AAA diamond simulant.<br>
<h6>
<br>Size</h6>
<p>*1"" in diameter</p>
<p>*3mm rope chain 28"" long.</p>","LA FAMILIA MMXIV","Jewelry","all, gold, goldchain, kloop, lafamilia, lax, LFMMXIV, losangeles, ML051716, over-80, streetwear, thegame, winnercircle","TRUE","Color","Gold/Red",,,,,"LFRT7ZQLTM-4",680,"shopify",0,"deny","manual",99.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/jewelry-winners-circle-chain-small-1_96920cec-df27-46e9-8d6a-8be3bf21322f.jpg?v=1488871076",1,"Winners Circle Chain (Small) - LA FAMILIA MMXIV","FALSE",,"adult","unisex","apparel & accessories > jewelry","Red Gold Chain | Shop for Hip-Hop Accessories Online","This flashy red gold chain puts a new twist on an old classic. Shop for the best hip-hop accessories and urban streetwear online at La Familia today.",,,"new",,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jewelry-winners-circle-chain-small-2_d9fc14f6-746c-434a-b907-743bf5099ecb.jpg?v=1488871076","lb",
"winner-circle-chain-small-gold-red",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jewelry-winners-circle-chain-small-2_d9fc14f6-746c-434a-b907-743bf5099ecb.jpg?v=1488871076",2,"Winners Circle Chain (Small) - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,,,
"winner-circle-chain-small","Winners Circle Chain (Small)","<h6>Description</h6>
Join the circle with 1"" in diameter and coming with a 3mm rope chain 28"" long all gold plated. Set with AAA diamond simulant.<br>
<h6>
<br>Size</h6>
<p>*1"" in diameter</p>
<p>*3mm rope chain 28"" long.</p>","LA FAMILIA MMXIV","Jewelry","all, gold, goldchain, kloop, lafamilia, lax, LFMMXIV, losangeles, ML051716, over-80, streetwear, thegame, winnercircle","FALSE","Color","Gold/Gold",,,,,"LFRT7ZQLTM-6",680,"shopify",0,"deny","manual",99.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/jewelry-winners-circle-chain-small-1_7d9599e1-4d2a-49c9-b993-68e00ebee8bd.jpg?v=1488871074",1,"Winners Circle Chain (Small) - LA FAMILIA MMXIV","FALSE",,"adult","unisex","apparel & accessories > jewelry",,,,,"new",,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jewelry-winners-circle-chain-small-1_7d9599e1-4d2a-49c9-b993-68e00ebee8bd.jpg?v=1488871074","lb",
"winner-circle-chain-small",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jewelry-winners-circle-chain-small-2.jpg?v=1488871075",2,"Winners Circle Chain (Small) - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,,,
"camo-tee","Camo Tee","<h6>Description</h6>
<p>La Familia O.G Camo tee with custom side slits.La Familia tag at hem. Short sleeve. Crew neck</p>
<h6>Details</h6>
<p>100% cotton. Machine wash. Made in USA.</p>
<h6>Size Guide </h6>
<p><img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-09_at_3.23.12_PM_large.png?6212312899720613277"" alt=""""></p>
<div></div>","LA FAMILIA MMXIV","Custom Tee","1992, 1993, 20-40, all, color-camo, game, lafamilia, LFMMXIV, ML051716, size-large, size-medium, size-small, size-x-large, size-xx-large, streetwear, thegame, Wholesale","TRUE","Size","Small","Color","Camo",,,"LF4SUZDTCI-1",227,"shopify",4,"deny","manual",25,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-1.jpg?v=1490041014",1,"Custom Tee - Camo Tee","FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops","Camo Tee | Shop for Hip-Hop Apparel Online Now","This simple, classic camo tee is sure to become one of your favorite shirts. Shop for the best streetwear and urban fashions online at La Familia.",,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-2.jpg?v=1490041014","lb",
"camo-tee",,,,,,,,"Medium",,"Camo",,,"LF4SUZDTCI-2",227,"shopify",17,"deny","manual",25,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-2.jpg?v=1490041014",2,"Custom Tee - Camo Tee",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-2.jpg?v=1490041014","lb",
"camo-tee",,,,,,,,"Large",,"Camo",,,"LF4SUZDTCI-3",227,"shopify",6,"deny","manual",25,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-4.jpg?v=1490041014",3,"Custom Tee - Camo Tee",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-2.jpg?v=1490041014","lb",
"camo-tee",,,,,,,,"X-Large",,"Camo",,,"LF4SUZDTCI-4",227,"shopify",10,"deny","manual",25,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-2.jpg?v=1490041014","lb",
"camo-tee",,,,,,,,"XX-Large",,"Camo",,,"LF4SUZDTCI-5",227,"shopify",1,"deny","manual",25,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/custom-tee-camo-tee-2.jpg?v=1490041014","lb",
"sure-colors-coach-jacket","True Colors Coach Jacket","<h6>Description</h6>
La Familia Camo coach jacket is a stylish and protective outer layer that will work great with any look. Custom ""La Familia"" logo leather patch. Elastic sleeve opening, drawcord bottom opening, dyed to match snap full front opening, slant front welt pockets, water Resistant Shell.<br>
<h6>Details</h6>
100% Nylon Shell | 100% Polyester Lining<br>
<h6>Size Guide</h6>
<img src=""//cdn.shopify.com/s/files/1/0750/4121/files/Screen_Shot_2016-03-30_at_11.56.34_AM_large.png?3689926757192595637"" alt="""">","LA FAMILIA MMXIV","Jacket","40-60, all, COMPTON, familia, game, jacket, jackets, lafamilia, LFMMXIV, losangeles, madeinlosangeles, madeintheus, ML051716, streetwear, theDocumentary2, thegame, Wholesale","FALSE","Color","Black","Size","Small",,,"LFNG6WY45S-1",181,"shopify",0,"deny","manual",59.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-1.jpg?v=1488870770",1,"True Colors Coach Jacket - LA FAMILIA MMXIV","FALSE",,"adult","male","apparel & accessories > clothing > shirts & tops",,,,,"new",,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-1.jpg?v=1488870770","lb",
"sure-colors-coach-jacket",,,,,,,,"Black",,"Medium",,,"LFNG6WY45S-2",181,"shopify",0,"deny","manual",59.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-2.jpg?v=1488870771",2,"True Colors Coach Jacket - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-1.jpg?v=1488870770","lb",
"sure-colors-coach-jacket",,,,,,,,"Black",,"Large",,,"LFNG6WY45S-3",272,"shopify",0,"deny","manual",59.99,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-3.jpg?v=1488870771",3,"True Colors Coach Jacket - LA FAMILIA MMXIV",,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-1.jpg?v=1488870770","lb",
"sure-colors-coach-jacket",,,,,,,,"Black",,"X-Large",,,"LFNG6WY45S-4",272,"shopify",0,"deny","manual",59.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-1.jpg?v=1488870770","lb",
"sure-colors-coach-jacket",,,,,,,,"Black",,"XX-Large",,,"LFNG6WY45S-5",272,"shopify",0,"deny","manual",59.99,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/jacket-ture-colors-coach-jacket-1.jpg?v=1488870770","lb",
"sauce-dad-hat-pink","Sauce Dad Hat","<h6>Description</h6>
<p>Sauce Dad Hat 6-panel, unconstructed cap and features stitched eyelets. Comes with an adjustable brass slide buckle closure.</p>
<h6>Details</h6>
<p>100% Washed cotton. Adjustable brass slide buckle closure.</p>
<h6>Size Guide</h6>
<p>O/S 23-24</p>","LA FAMILIA MMXIV","HEARWEAR","20-40, all, color-pink, dadhat, hats, lafamilia, ML051716, op, polohat, size-o-s, vintage","TRUE","Color","Pink","Size","O/S",,,"LFU40SJAPT-1",91,"shopify",2,"deny","manual",28,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-1_3e231830-f83f-4656-b1e9-189b83a1b40d.jpg?v=1488870638",1,"HEARWEAR - Sauce Dad Hat","FALSE",,"adult","male","apparel & accessories > clothing accessories > hats",,,,,"new",,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-1_3e231830-f83f-4656-b1e9-189b83a1b40d.jpg?v=1488870638","lb",
"sauce-dad-hat-pink",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-2_aa377c35-3249-44ab-988a-0a671e3e4f30.jpg?v=1488870639",2,"HEARWEAR - Sauce Dad Hat",,,,,,,,,,,,,,,,,,,
"sauce-dad-hat-pink",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-3_53a575b6-57b8-418f-9e4f-0b24fb7471a4.jpg?v=1488870639",3,"HEARWEAR - Sauce Dad Hat",,,,,,,,,,,,,,,,,,,
"sauce-dad-hat-red","Sauce Dad Hat","<h6>Description</h6>
<p>Sauce Dad Hat 6-panel, unconstructed cap and features stitched eyelets. Comes with an adjustable brass slide buckle closure.</p>
<h6>Details</h6>
<p>100% Washed cotton. Adjustable brass slide buckle closure.</p>
<h6>Size Guide</h6>
<p>O/S 23-24</p>","LA FAMILIA MMXIV","HEARWEAR","20-40, all, color-red, dadhat, hats, lafamilia, ML051716, op, polohat, size-o-s, vintage","TRUE","Color","Red","Size","O/S",,,"LFU40SJAPT-2",91,"shopify",1,"deny","manual",28,,"TRUE","TRUE",,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-1.jpg?v=1488870636",1,"HEARWEAR - Sauce Dad Hat","FALSE",,"adult","male","apparel & accessories > clothing accessories > hats",,,,,"new",,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-1.jpg?v=1488870636","lb",
"sauce-dad-hat-red",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-2.jpg?v=1488870637",2,"HEARWEAR - Sauce Dad Hat",,,,,,,,,,,,,,,,,,,
"sauce-dad-hat-red",,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0750/4121/products/hearwear-sauce-dad-hat-3.jpg?v=1488870637",3,"HEARWEAR - Sauce Dad Hat",,,,,,,,,,,,,,,,,,,
